Compound,A,B,In literature,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,τ,μ,Lowest distortion
VNpO3,V,Np,FALSE,0,0,0.72,0.64,0.86,1.63,1.36,2.062330776,0,-2.147357143,0.663303706,-,0.614285714,orthorhombic
VOsO3,V,Os,FALSE,0,0,0.72,0.64,0.57,1.63,2.2,2.062330776,1.954921624,-1.387607143,0.760947399,-,0.407142857,cubic
VPaO3,V,Pa,FALSE,0,0,0.72,0.64,0.91,1.63,1.5,2.062330776,0,-2.205107143,0.648946483,-,0.65,cubic
VPbO3,V,Pb,FALSE,2,4,0.79,0.64,0.78,1.63,2.33,2.062330776,2.362863567,-1.775678571,0.71035039,156.8055419,0.557142857,rhombohedral
VPdO3,V,Pd,FALSE,2,4,0.79,0.64,0.62,1.63,2.2,2.062330776,2.04250519,-1.512357143,0.766615768,8.774966956,0.442857143,cubic
VPmO3,V,Pm,FALSE,0,0,0.72,0.64,0.97,1.63,1.13,2.062330776,0,-2.41275,0.632517458,-,0.692857143,orthorhombic
VPrO3,V,Pr,FALSE,2,4,0.79,0.64,0.85,1.63,1.13,2.062330776,2.340791612,-2.2455,0.6882506,-27.74552441,0.607142857,orthorhombic
VPtO3,V,Pt,FALSE,0,0,0.72,0.64,0.67,1.63,2.28,2.062330776,2.64390067,-1.554535714,0.724186655,-,0.478571429,cubic
VPuO3,V,Pu,FALSE,0,0,0.72,0.64,0.83,1.63,1.28,2.062330776,2.226583834,-2.111678571,0.672227074,-,0.592857143,orthorhombic
VRbO3,V,Rb,FALSE,-,-,0.72,0.64,1.52,1.63,0.82,2.062330776,2.825996661,-3.523714286,0.513378896,-,1.085714286,orthorhombic
VReO3,V,Re,FALSE,2,4,0.79,0.64,0.63,1.63,1.9,2.062330776,1.98797081,-1.61575,0.762839335,9.303932556,0.45,cubic
VRhO3,V,Rh,FALSE,2,4,0.79,0.64,0.6,1.63,2.28,2.062330776,2.001424352,-1.452285714,0.774281925,7.905495596,0.428571429,cubic
VRuO3,V,Ru,FALSE,2,4,0.79,0.64,0.62,1.63,2.2,2.062330776,2.018753288,-1.512357143,0.766615768,8.774966956,0.442857143,cubic
VSbO3,V,Sb,FALSE,2,4,0.79,0.64,0.68,1.63,2.05,2.062330776,2.075848892,-1.667178571,0.744501851,13.55520294,0.485714286,cubic
VScO3,V,Sc,FALSE,-,-,0.72,0.64,0.75,1.63,1.36,2.062330776,2.074614707,-1.941107143,0.697240175,-,0.535714286,cubic
VSiO3,V,Si,FALSE,2,4,0.79,0.64,0.4,1.63,1.9,2.062330776,1.783360927,-1.1845,0.86031325,5.303972106,0.285714286,cubic
VSmO3,V,Sm,FALSE,-,-,0.72,0.64,0.96,1.63,1.17,2.062330776,2.311832729,-2.383714286,0.635197617,-,0.685714286,orthorhombic
VSnO3,V,Sn,FALSE,2,4,0.79,0.64,0.69,1.63,1.96,2.062330776,2.052287148,-1.711321429,0.740939642,14.94809492,0.492857143,orthorhombic
VSrO3,V,Sr,FALSE,-,-,0.72,0.64,1.18,1.63,0.95,2.062330776,2.452968591,-2.852785714,0.581033479,-,0.842857143,orthorhombic
VTaO3,V,Ta,FALSE,2,4,0.79,0.64,0.68,1.63,1.5,2.062330776,1.956808277,-1.822357143,0.744501851,13.55520294,0.485714286,cubic
VTbO3,V,Tb,FALSE,2,4,0.79,0.64,0.76,1.63,1.2,2.062330776,2.256932729,-2.057,0.716927709,51.54153866,0.542857143,cubic
VTcO3,V,Tc,FALSE,0,0,0.72,0.64,0.6,1.63,1.9,2.062330776,0,-1.521,0.749533188,-,0.428571429,cubic
VTeO3,V,Te,FALSE,2,4,0.79,0.64,0.97,1.63,2.1,2.062330776,2.115491508,-2.196821429,0.653402469,-10.49220319,0.692857143,cubic
VThO3,V,Th,FALSE,2,4,0.79,0.64,0.94,1.63,1.3,2.062330776,2.246056043,-2.366285714,0.661779423,-12.17920746,0.671428571,cubic
VTiO3,V,Ti,FALSE,2,4,0.79,0.64,0.61,1.63,1.54,2.062330776,1.927848949,-1.679821429,0.770429777,8.312191389,0.435714286,cubic
VTlO3,V,Tl,FALSE,-,-,0.72,0.64,1.2,1.63,1.62,2.062330776,2.297683747,-2.718,0.576563991,-,0.857142857,orthorhombic
VTmO3,V,Tm,FALSE,-,-,0.72,0.64,0.96,1.63,1.25,2.062330776,2.119700811,-2.363142857,0.635197617,-,0.685714286,cubic
VUO3,V,U,FALSE,2,4,0.79,0.64,0.89,1.63,1.38,2.062330776,2.0478,-2.249964286,0.676228756,-17.32169726,0.635714286,cubic
V2O3,V,V,FALSE,-,-,0.72,0.64,0.64,1.63,1.63,2.062330776,1.758039163,-1.665428571,0.734836459,-,0.457142857,cubic
VWO3,V,W,FALSE,2,4,0.79,0.64,0.66,1.63,2.36,2.062330776,1.7456,-1.542214286,0.751730025,11.43617946,0.471428571,cubic
VYO3,V,Y,FALSE,-,-,0.72,0.64,0.9,1.63,1.22,2.062330776,2.235124352,-2.258357143,0.65176799,-,0.642857143,cubic
VYbO3,V,Yb,FALSE,-,-,0.72,0.64,0.95,1.63,1.1,2.062330776,2.223980699,-2.382964286,0.637900586,-,0.678571429,orthorhombic
VZnO3,V,Zn,FALSE,-,-,0.72,0.64,0.74,1.63,1.65,2.062330776,2.096140752,-1.847785714,0.700498307,-,0.528571429,cubic
VZrO3,V,Zr,FALSE,2,4,0.79,0.64,0.72,1.63,1.33,2.062330776,2.043777903,-1.945321429,0.730454647,21.59613064,0.514285714,cubic
WAcO3,W,Ac,FALSE,0,0,0.63,0.63,1.12,2.36,1.1,2.106036534,0,-2.3345,0.569613796,-,0.8,rhombohedral
WAgO3,W,Ag,FALSE,3,3,0.66,0.63,0.75,2.36,1.93,2.106036534,2.488353231,-1.566642857,0.677506962,-27.78521765,0.535714286,orthorhombic
WAlO3,W,Al,FALSE,3,3,0.66,0.63,0.54,2.36,1.61,2.106036534,1.892894405,-1.303071429,0.750845345,11.86465099,0.385714286,cubic
WAsO3,W,As,FALSE,3,3,0.66,0.63,0.58,2.36,2.18,2.106036534,1.932227032,-1.233285714,0.735676752,19.83394137,0.414285714,cubic
WAuO3,W,Au,FALSE,0,0,0.63,0.63,0.93,2.36,2.54,2.106036534,2.31369847,-1.703785714,0.61606299,-,0.664285714,cubic
WBO3,W,B,FALSE,3,3,0.66,0.63,0.27,2.36,2.04,2.106036534,1.624661665,-0.765857143,0.872239503,4.389690298,0.192857143,cubic
WBaO3,W,Ba,FALSE,4,2,0.66,0.63,1.35,2.36,0.89,2.106036534,2.64009357,-2.780357143,0.529687262,-17.69563597,0.964285714,rhombohedral
WBeO3,W,Be,FALSE,4,2,0.66,0.63,0.45,2.36,1.57,2.106036534,1.803349248,-1.167214286,0.787372956,2.429088517,0.321428571,cubic
WBiO3,W,Bi,FALSE,3,3,0.66,0.63,1.03,2.36,2.02,2.106036534,2.215655462,-1.997428571,0.599440317,-11.95989899,0.735714286,cubic
WCaO3,W,Ca,FALSE,4,2,0.66,0.63,1,2.36,1,2.106036534,2.318139449,-2.189428571,0.606933321,-20.95355445,0.714285714,rhombohedral
WCdO3,W,Cd,FALSE,4,2,0.66,0.63,0.95,2.36,1.69,2.106036534,2.286435201,-1.946071429,0.619846795,-22.1561301,0.678571429,rhombohedral
WCeO3,W,Ce,FALSE,3,3,0.66,0.63,1.01,2.36,1.12,2.106036534,2.268642439,-2.177285714,0.604414925,-12.22150824,0.721428571,cubic
WCoO3,W,Co,FALSE,3,3,0.66,0.63,0.61,2.36,1.88,2.106036534,1.930310969,-1.352428571,0.724696502,34.49672541,0.435714286,cubic
WCrO3,W,Cr,FALSE,3,3,0.66,0.63,0.62,2.36,1.66,2.106036534,1.960053288,-1.420428571,0.721108896,44.33820131,0.442857143,cubic
WCsO3,W,Cs,FALSE,-,-,0.63,0.63,1.67,2.36,0.79,2.106036534,3.009747218,-3.292107143,0.467565722,-,1.192857143,rhombohedral
WCuO3,W,Cu,FALSE,3,3,0.66,0.63,0.54,2.36,1.9,2.106036534,2.005573846,-1.234714286,0.750845345,11.86465099,0.385714286,cubic
WDyO3,W,Dy,FALSE,3,3,0.66,0.63,0.91,2.36,1.22,2.106036534,2.255580699,-1.992285714,0.630580073,-14.23548585,0.65,cubic
WErO3,W,Er,FALSE,3,3,0.66,0.63,0.89,2.36,1.24,2.106036534,2.250676638,-1.955285714,0.636087323,-14.86795562,0.635714286,cubic
WEuO3,W,Eu,FALSE,3,3,0.66,0.63,0.95,2.36,1.2,2.106036534,2.354367494,-2.061571429,0.619846795,-13.24867652,0.678571429,rhombohedral
WFeO3,W,Fe,FALSE,3,3,0.66,0.63,0.65,2.36,1.83,2.106036534,1.999521816,-1.428785714,0.710556083,192.6730475,0.464285714,cubic
WGaO3,W,Ga,FALSE,3,3,0.66,0.63,0.62,2.36,1.81,2.106036534,1.974643898,-1.385071429,0.721108896,44.33820131,0.442857143,rhombohedral
WGdO3,W,Gd,FALSE,3,3,0.66,0.63,0.94,2.36,1.2,2.106036534,2.28415608,-2.045428571,0.622495713,-13.46692927,0.671428571,cubic
WGeO3,W,Ge,FALSE,2,4,0.66,0.63,0.53,2.36,2.01,2.106036534,1.899964183,-1.192642857,0.754735735,9.995146944,0.378571429,cubic
WHfO3,W,Hf,FALSE,2,4,0.66,0.63,0.71,2.36,1.3,2.106036534,2.027412322,-1.650571429,0.690350696,-27.4872788,0.507142857,cubic
WHgO3,W,Hg,FALSE,4,2,0.66,0.63,1.02,2.36,2,2.106036534,2.323654714,-1.986,0.601917343,-20.57306975,0.728571429,cubic
WHoO3,W,Ho,FALSE,3,3,0.66,0.63,0.9,2.36,1.23,2.106036534,2.25865608,-1.973785714,0.633321726,-14.53767366,0.642857143,cubic
WInO3,W,In,FALSE,3,3,0.66,0.63,0.8,2.36,1.78,2.106036534,2.147680955,-1.682714286,0.662109077,-20.11570489,0.571428571,rhombohedral
WIrO3,W,Ir,FALSE,3,3,0.66,0.63,0.68,2.36,2.2,2.106036534,2.009082787,-1.39,0.700307678,-104.4780505,0.485714286,cubic
WKO3,W,K,FALSE,-,-,0.63,0.63,1.38,2.36,0.82,2.106036534,2.723507129,-2.817214286,0.516340563,-,0.985714286,orthorhombic
WLaO3,W,La,FALSE,3,3,0.66,0.63,1.03,2.36,1.1,2.106036534,2.376509378,-2.214285714,0.599440317,-11.95989899,0.735714286,cubic
WLiO3,W,Li,FALSE,-,-,0.63,0.63,0.76,2.36,0.98,2.106036534,2.095547886,-1.780357143,0.664549429,-,0.542857143,orthorhombic
WLuO3,W,Lu,FALSE,3,3,0.66,0.63,0.86,2.36,1.27,2.106036534,2.209114963,-1.899785714,0.64453096,-16.0702054,0.614285714,cubic
WMgO3,W,Mg,FALSE,4,2,0.66,0.63,0.72,2.36,1.31,2.106036534,2.046489492,-1.664357143,0.687094325,-56.19563877,0.514285714,cubic
WMnO3,W,Mn,FALSE,3,3,0.66,0.63,0.65,2.36,1.55,2.106036534,2.16999357,-1.494785714,0.710556083,192.6730475,0.464285714,cubic
WMoO3,W,Mo,FALSE,3,3,0.66,0.63,0.69,2.36,2.16,2.106036534,1.7893,-1.415571429,0.696956923,-71.52560246,0.492857143,cubic
WNaO3,W,Na,FALSE,-,-,0.63,0.63,1.02,2.36,0.93,2.106036534,2.425828064,-2.211321429,0.593151556,-,0.728571429,orthorhombic
WNbO3,W,Nb,FALSE,3,3,0.66,0.63,0.72,2.36,1.6,2.106036534,1.955055241,-1.596,0.687094325,-38.66061796,0.514285714,cubic
WNdO3,W,Nd,FALSE,3,3,0.66,0.63,0.98,2.36,1.14,2.106036534,2.320966993,-2.124142857,0.612033601,-12.68233944,0.7,cubic
WNiO3,W,Ni,FALSE,4,2,0.66,0.63,0.69,2.36,1.91,2.106036534,2.103725488,-1.4745,0.696956923,-100.0437985,0.492857143,cubic
WNpO3,W,Np,FALSE,0,0,0.63,0.63,0.86,2.36,1.36,2.106036534,0,-1.856285714,0.635144587,-,0.614285714,cubic
WOsO3,W,Os,FALSE,0,0,0.63,0.63,0.57,2.36,2.2,2.106036534,1.954921624,-1.199142857,0.728643028,-,0.407142857,cubic
WPaO3,W,Pa,FALSE,0,0,0.63,0.63,0.91,2.36,1.5,2.106036534,0,-1.9055,0.621396868,-,0.65,cubic
WPbO3,W,Pb,FALSE,2,4,0.66,0.63,0.78,2.36,2.33,2.106036534,2.362863567,-1.520785714,0.668183472,-12.3354264,0.557142857,cubic
WPdO3,W,Pd,FALSE,4,2,0.66,0.63,0.86,2.36,2.2,2.106036534,2.04250519,-1.680571429,0.64453096,-25.96957619,0.614285714,cubic
WPmO3,W,Pm,FALSE,0,0,0.63,0.63,0.97,2.36,1.13,2.106036534,0,-2.085607143,0.605665302,-,0.692857143,cubic
WPrO3,W,Pr,FALSE,3,3,0.66,0.63,0.99,2.36,1.13,2.106036534,2.340791612,-2.142642857,0.60947279,-12.51846551,0.707142857,cubic
WPtO3,W,Pt,FALSE,0,0,0.63,0.63,0.67,2.36,2.28,2.106036534,2.64390067,-1.342571429,0.693442882,-,0.478571429,cubic
WPuO3,W,Pu,FALSE,0,0,0.63,0.63,0.83,2.36,1.28,2.106036534,2.226583834,-1.825857143,0.643689133,-,0.592857143,cubic
WRbO3,W,Rb,FALSE,-,-,0.63,0.63,1.52,2.36,0.82,2.106036534,2.825996661,-3.043214286,0.491584509,-,1.085714286,orthorhombic
WReO3,W,Re,FALSE,3,3,0.66,0.63,0.63,2.36,1.9,2.106036534,1.98797081,-1.38,0.717556635,60.78146742,0.45,cubic
WRhO3,W,Rh,FALSE,3,3,0.66,0.63,0.67,2.36,2.28,2.106036534,2.001424352,-1.355,0.703690806,-203.4291325,0.478571429,cubic
WRuO3,W,Ru,FALSE,3,3,0.66,0.63,0.68,2.36,2.2,2.106036534,2.018753288,-1.39,0.700307678,-104.4780505,0.485714286,cubic
WSbO3,W,Sb,FALSE,-,-,0.63,0.63,0.68,2.36,2.05,2.106036534,2.075848892,-1.410464286,0.690109022,-,0.485714286,cubic
WScO3,W,Sc,FALSE,3,3,0.66,0.63,0.75,2.36,1.36,2.106036534,2.074614707,-1.701,0.677506962,-27.78521765,0.535714286,cubic
WSiO3,W,Si,FALSE,2,4,0.66,0.63,0.4,2.36,1.9,2.106036534,1.783360927,-1.008714286,0.809244427,6.089782043,0.285714286,cubic
WSmO3,W,Sm,FALSE,3,3,0.66,0.63,0.96,2.36,1.17,2.106036534,2.311832729,-2.084785714,0.617220326,-13.04616642,0.685714286,cubic
WSnO3,W,Sn,FALSE,2,4,0.66,0.63,0.69,2.36,1.96,2.106036534,2.052287148,-1.462714286,0.696956923,-45.00740647,0.492857143,orthorhombic
WSrO3,W,Sr,FALSE,4,2,0.66,0.63,1.18,2.36,0.95,2.106036534,2.452968591,-2.491785714,0.564589135,-18.66411538,0.842857143,rhombohedral
WTaO3,W,Ta,FALSE,3,3,0.66,0.63,0.72,2.36,1.5,2.106036534,1.956808277,-1.619571429,0.687094325,-38.66061796,0.514285714,cubic
WTbO3,W,Tb,FALSE,3,3,0.66,0.63,0.92,2.36,1.2,2.106036534,2.256932729,-2.013142857,0.627862056,-13.95810028,0.657142857,cubic
WTcO3,W,Tc,FALSE,0,0,0.63,0.63,0.6,2.36,1.9,2.106036534,0,-1.315071429,0.717713383,-,0.428571429,cubic
WTeO3,W,Te,FALSE,-,-,0.63,0.63,0.77,2.36,2.1,2.106036534,2.115491508,-1.5445,0.661486989,-,0.55,cubic
WThO3,W,Th,FALSE,-,-,0.63,0.63,0.94,2.36,1.3,2.106036534,2.246056043,-1.998928571,0.613430242,-,0.671428571,cubic
WTiO3,W,Ti,FALSE,2,4,0.66,0.63,0.61,2.36,1.54,2.106036534,1.927848949,-1.432571429,0.724696502,25.76284426,0.435714286,cubic
WTlO3,W,Tl,FALSE,3,3,0.66,0.63,0.89,2.36,1.62,2.106036534,2.297683747,-1.865714286,0.636087323,-14.86795562,0.635714286,orthorhombic
WTmO3,W,Tm,FALSE,3,3,0.66,0.63,0.88,2.36,1.25,2.106036534,2.119700811,-1.936785714,0.638877179,-15.23022478,0.628571429,cubic
WUO3,W,U,FALSE,3,3,0.66,0.63,1.03,2.36,1.38,2.106036534,2.0478,-2.148285714,0.599440317,-11.95989899,0.735714286,cubic
WVO3,W,V,FALSE,3,3,0.66,0.63,0.64,2.36,1.63,2.106036534,1.758039163,-1.459785714,0.714039201,93.72644181,0.457142857,cubic
W2O3,W,W,FALSE,3,3,0.66,0.63,0.66,2.36,2.36,2.106036534,1.7456,-1.32,0.707106781,-,0.471428571,cubic
WYO3,W,Y,FALSE,3,3,0.66,0.63,0.9,2.36,1.22,2.106036534,2.235124352,-1.976142857,0.633321726,-14.53767366,0.642857143,cubic
WYbO3,W,Yb,FALSE,3,3,0.66,0.63,0.87,2.36,1.1,2.106036534,2.223980699,-1.956,0.641691616,-15.62911863,0.621428571,rhombohedral
WZnO3,W,Zn,FALSE,4,2,0.66,0.63,0.74,2.36,1.65,2.106036534,2.096140752,-1.6165,0.680672883,-45.29031785,0.528571429,cubic
WZrO3,W,Zr,FALSE,3,3,0.66,0.63,0.72,2.36,1.33,2.106036534,2.043777903,-1.659642857,0.687094325,-38.66061796,0.514285714,cubic
YAcO3,Y,Ac,FALSE,0,0,1.08,0.9,1.12,1.22,1.1,2.566448705,0,-3.166571429,0.695882864,-,0.8,cubic
YAgO3,Y,Ag,FALSE,3,3,1.08,0.9,0.75,1.22,1.93,2.566448705,2.488353231,-2.0985,0.81563945,4.713866954,0.535714286,cubic
YAlO3,Y,Al,TRUE,3,3,1.08,0.9,0.54,1.22,1.61,2.566448705,1.892894405,-1.797428571,0.903930318,2.248762838,0.385714286,orthorhombic
YAsO3,Y,As,FALSE,3,3,1.08,0.9,0.58,1.22,2.18,2.566448705,1.932227032,-1.658428571,0.8856691,2.39933722,0.414285714,cubic
YAuO3,Y,Au,FALSE,0,0,1.08,0.9,0.93,1.22,2.54,2.566448705,2.31369847,-2.227071429,0.752628677,-,0.664285714,cubic
YBO3,Y,B,FALSE,3,3,1.08,0.9,0.27,1.22,2.04,2.566448705,1.624661665,-1.085785714,1.050074741,4.841355431,0.192857143,cubic
YBaO3,Y,Ba,FALSE,-,-,1.08,0.9,1.35,1.22,0.89,2.566448705,2.64009357,-3.7125,0.637681752,-,0.964285714,orthorhombic
YBeO3,Y,Be,FALSE,-,-,1.08,0.9,0.45,1.22,1.57,2.566448705,1.803349248,-1.630928571,0.947905307,-,0.321428571,tetragonal
YBiO3,Y,Bi,FALSE,3,3,1.08,0.9,1.03,1.22,2.02,2.566448705,2.215655462,-2.629785714,0.721656303,58.71961347,0.735714286,cubic
YCaO3,Y,Ca,FALSE,-,-,1.08,0.9,1,1.22,1,2.566448705,2.318139449,-2.962571429,0.730677007,-,0.714285714,cubic
YCdO3,Y,Cd,FALSE,-,-,1.08,0.9,0.95,1.22,1.69,2.566448705,2.286435201,-2.595357143,0.746223327,-,0.678571429,cubic
YCeO3,Y,Ce,FALSE,3,3,1.08,0.9,1.01,1.22,1.12,2.566448705,2.268642439,-2.9365,0.727645152,40.25790088,0.721428571,cubic
YCoO3,Y,Co,TRUE,3,3,1.08,0.9,0.61,1.22,1.88,2.566448705,1.930310969,-1.834785714,0.872450158,2.592949714,0.435714286,orthorhombic
YCrO3,Y,Cr,TRUE,3,3,1.08,0.9,0.62,1.22,1.66,2.566448705,1.960053288,-1.939857143,0.868131098,2.673985573,0.442857143,orthorhombic
YCsO3,Y,Cs,FALSE,-,-,1.08,0.9,1.67,1.22,0.79,2.566448705,3.009747218,-4.397928571,0.571213296,-,1.192857143,tetragonal
YCuO3,Y,Cu,FALSE,3,3,1.08,0.9,0.54,1.22,1.9,2.566448705,2.005573846,-1.685571429,0.903930318,2.248762838,0.385714286,orthorhombic
YDyO3,Y,Dy,FALSE,3,3,1.08,0.9,0.91,1.22,1.22,2.566448705,2.255580699,-2.695785714,0.759144943,13.32671279,0.65,cubic
YErO3,Y,Er,FALSE,3,3,1.08,0.9,0.89,1.22,1.24,2.566448705,2.250676638,-2.647642857,0.765775029,11.38722592,0.635714286,cubic
YEuO3,Y,Eu,FALSE,3,3,1.08,0.9,0.95,1.22,1.2,2.566448705,2.354367494,-2.784357143,0.746223327,19.06558305,0.678571429,cubic
YFeO3,Y,Fe,TRUE,3,3,1.08,0.9,0.65,1.22,1.83,2.566448705,1.999521816,-1.934928571,0.85542674,2.971029231,0.464285714,orthorhombic
YGaO3,Y,Ga,TRUE,3,3,1.08,0.9,0.62,1.22,1.81,2.566448705,1.974643898,-1.882,0.868131098,2.673985573,0.442857143,orthorhombic
YGdO3,Y,Gd,FALSE,3,3,1.08,0.9,0.94,1.22,1.2,2.566448705,2.28415608,-2.764142857,0.749412315,17.31575735,0.671428571,cubic
YGeO3,Y,Ge,FALSE,3,3,1.08,0.9,0.63,1.22,2.01,2.566448705,1.899964183,-1.825071429,0.86385459,2.763763097,0.45,cubic
YHfO3,Y,Hf,FALSE,3,3,1.08,0.9,0.71,1.22,1.3,2.566448705,2.027412322,-2.260642857,0.831101809,3.851233998,0.507142857,orthorhombic
YHgO3,Y,Hg,FALSE,-,-,1.08,0.9,1.11,1.22,2,2.566448705,2.323654714,-2.799214286,0.698655306,-,0.792857143,cubic
YHoO3,Y,Ho,FALSE,3,3,1.08,0.9,0.9,1.22,1.23,2.566448705,2.25865608,-2.671714286,0.762445573,12.30088937,0.642857143,cubic
YInO3,Y,In,FALSE,3,3,1.08,0.9,0.8,1.22,1.78,2.566448705,2.147680955,-2.257428571,0.79710219,6.24529498,0.571428571,cubic
YIrO3,Y,Ir,FALSE,1,5,1.08,0.9,0.57,1.22,2.2,2.566448705,2.009082787,-1.6305,0.890164882,4.420928739,0.407142857,cubic
YKO3,Y,K,FALSE,-,-,1.08,0.9,1.38,1.22,0.82,2.566448705,2.723507129,-3.800142857,0.630800294,-,0.985714286,orthorhombic
YLaO3,Y,La,FALSE,3,3,1.08,0.9,1.03,1.22,1.1,2.566448705,2.376509378,-2.984642857,0.721656303,58.71961347,0.735714286,cubic
YLiO3,Y,Li,FALSE,-,-,1.08,0.9,0.76,1.22,0.98,2.566448705,2.095547886,-2.485142857,0.811863341,-,0.542857143,orthorhombic
YLuO3,Y,Lu,FALSE,3,3,1.08,0.9,0.86,1.22,1.27,2.566448705,2.209114963,-2.575428571,0.775940185,9.16744884,0.614285714,cubic
YMgO3,Y,Mg,FALSE,-,-,1.08,0.9,0.72,1.22,1.31,2.566448705,2.046489492,-2.277,0.827181518,-,0.514285714,orthorhombic
YMnO3,Y,Mn,TRUE,3,3,1.08,0.9,0.65,1.22,1.55,2.566448705,2.16999357,-2.042928571,0.85542674,2.971029231,0.464285714,orthorhombic
YMoO3,Y,Mo,FALSE,3,3,1.08,0.9,0.69,1.22,2.16,2.566448705,1.7893,-1.8885,0.839054937,3.509773593,0.492857143,cubic
YNaO3,Y,Na,FALSE,-,-,1.08,0.9,1.02,1.22,0.93,2.566448705,2.425828064,-3.03,0.724638354,-,0.728571429,cubic
YNbO3,Y,Nb,FALSE,1,5,1.08,0.9,0.64,1.22,1.6,2.566448705,1.955055241,-2.003428571,0.859620009,4.412547275,0.457142857,cubic
YNdO3,Y,Nd,FALSE,3,3,1.08,0.9,0.98,1.22,1.14,2.566448705,2.320966993,-2.868142857,0.73681715,26.45486726,0.7,cubic
YNiO3,Y,Ni,TRUE,3,3,1.08,0.9,0.6,1.22,1.91,2.566448705,2.103725488,-1.803,0.876812409,2.520339985,0.428571429,orthorhombic
YNpO3,Y,Np,FALSE,0,0,1.08,0.9,0.86,1.22,1.36,2.566448705,0,-2.540714286,0.775940185,-,0.614285714,cubic
YOsO3,Y,Os,FALSE,0,0,1.08,0.9,0.57,1.22,2.2,2.566448705,1.954921624,-1.6305,0.890164882,-,0.407142857,cubic
YPaO3,Y,Pa,FALSE,0,0,1.08,0.9,0.91,1.22,1.5,2.566448705,0,-2.587785714,0.759144943,-,0.65,cubic
YPbO3,Y,Pb,FALSE,-,-,1.08,0.9,0.99,1.22,2.33,2.566448705,2.362863567,-2.429357143,0.733734233,-,0.707142857,cubic
YPdO3,Y,Pd,FALSE,-,-,1.08,0.9,0.75,1.22,2.2,2.566448705,2.04250519,-1.994357143,0.81563945,-,0.535714286,cubic
YPmO3,Y,Pm,FALSE,0,0,1.08,0.9,0.97,1.22,1.13,2.566448705,0,-2.851785714,0.739926083,-,0.692857143,cubic
YPrO3,Y,Pr,FALSE,3,3,1.08,0.9,0.99,1.22,1.13,2.566448705,2.340791612,-2.892214286,0.733734233,30.02677767,0.707142857,cubic
YPtO3,Y,Pt,FALSE,0,0,1.08,0.9,0.67,1.22,2.28,2.566448705,2.64390067,-1.801785714,0.847161748,-,0.478571429,cubic
YPuO3,Y,Pu,FALSE,0,0,1.08,0.9,0.83,1.22,1.28,2.566448705,2.226583834,-2.510928571,0.786378842,-,0.592857143,cubic
YRbO3,Y,Rb,FALSE,-,-,1.08,0.9,1.52,1.22,0.82,2.566448705,2.825996661,-4.083142857,0.600556444,-,1.085714286,orthorhombic
YReO3,Y,Re,FALSE,1,5,1.08,0.9,0.58,1.22,1.9,2.566448705,1.98797081,-1.766428571,0.8856691,4.408974475,0.414285714,cubic
YRhO3,Y,Rh,FALSE,3,3,1.08,0.9,0.67,1.22,2.28,2.566448705,2.001424352,-1.801785714,0.847161748,3.218228088,0.478571429,cubic
YRuO3,Y,Ru,FALSE,1,5,1.08,0.9,0.57,1.22,2.2,2.566448705,2.018753288,-1.6305,0.890164882,4.420928739,0.407142857,cubic
YSbO3,Y,Sb,FALSE,3,3,1.08,0.9,0.76,1.22,2.05,2.566448705,2.075848892,-2.072428571,0.811863341,4.974101654,0.542857143,cubic
YScO3,Y,Sc,TRUE,3,3,1.08,0.9,0.75,1.22,1.36,2.566448705,2.074614707,-2.318357143,0.81563945,4.713866954,0.535714286,orthorhombic
YSiO3,Y,Si,FALSE,3,3,1.08,0.9,0.4,1.22,1.9,2.566448705,1.783360927,-1.402571429,0.97423601,2.655032007,0.285714286,cubic
YSmO3,Y,Sm,FALSE,3,3,1.08,0.9,0.96,1.22,1.17,2.566448705,2.311832729,-2.816142857,0.743061363,21.11271451,0.685714286,cubic
YSnO3,Y,Sn,FALSE,3,3,1.08,0.9,0.69,1.22,1.96,2.566448705,2.052287148,-1.965642857,0.839054937,3.509773593,0.492857143,cubic
YSrO3,Y,Sr,FALSE,-,-,1.08,0.9,1.18,1.22,0.95,2.566448705,2.452968591,-3.345714286,0.679699542,-,0.842857143,orthorhombic
YTaO3,Y,Ta,FALSE,1,5,1.08,0.9,0.64,1.22,1.5,2.566448705,1.956808277,-2.042,0.859620009,4.412547275,0.457142857,cubic
YTbO3,Y,Tb,FALSE,3,3,1.08,0.9,0.92,1.22,1.2,2.566448705,2.256932729,-2.723714286,0.755872766,14.48557177,0.657142857,cubic
YTcO3,Y,Tc,FALSE,0,0,1.08,0.9,0.6,1.22,1.9,2.566448705,0,-1.806857143,0.876812409,-,0.428571429,cubic
YTeO3,Y,Te,FALSE,-,-,1.08,0.9,0.77,1.22,2.1,2.566448705,2.115491508,-2.073357143,0.808122036,-,0.55,cubic
YThO3,Y,Th,FALSE,-,-,1.08,0.9,0.94,1.22,1.3,2.566448705,2.246056043,-2.725571429,0.749412315,-,0.671428571,cubic
YTiO3,Y,Ti,TRUE,3,3,1.08,0.9,0.67,1.22,1.54,2.566448705,1.927848949,-2.087214286,0.847161748,3.218228088,0.478571429,orthorhombic
YTlO3,Y,Tl,FALSE,3,3,1.08,0.9,0.89,1.22,1.62,2.566448705,2.297683747,-2.501071429,0.765775029,11.38722592,0.635714286,orthorhombic
